source_page_url,source_page_title,item_type,rank,name,description,verdict,address,price,neighborhood_or_area,item_url,booking_or_activity_url,related_timeout_url,image_url,notes,lat,lng,geocode_provider,geocode_query
https://www.timeout.com/lisbon/restaurants/eat-like-a-local-in-lisbon,How to eat like a local in Lisbon,food hall,19,Time Out Market Lisboa,Known for Food hall (Mercado da Ribeira).,Restaurant from the Lisboa map,"Av. 24 de Julho 49, 1200-109",,Cais do Sodré,https://www.timeout.com/time-out-market-lisboa,,https://www.timeout.com/lisbon/restaurants/eat-like-a-local-in-lisbon,,Pinóquio and Manteigaria also have branches inside the market — shown here as stalls rather than as their own overlapping pins. Featured Time Out Market stalls: Pinóquio (second branch); O Surf & Turf — cozido & petiscos; Croqueteria — croquetes; Sea Me — fish & seafood; Olhó Bacalhau — pastéis de bacalhau; Café de São Bento — steak; Manteigaria — pastéis de nata,38.706800,-9.145900,map-builtin,"Av. 24 de Julho 49, 1200-109, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,1,Clube Lisboa Amigos do Fado,"Music school and fado house in Chelas where many singers have trained, with snacks like caldo verde and grilled chourico during performances.",Best place to listen to fado from Time Out Lisbon,"R. Dr. Jose Espirito Santo 49C, 1950-094 Lisboa, Portugal",,Marvila / Chelas,https://www.facebook.com/claf.fado/?locale=pt_BR,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/106201218/750/422/image.jpg,"Time Out says the club has hosted artists including Amalia Rodrigues, Alfredo Marceneiro, Mariza, and Sara Correia. Public listings only resolve this venue to a street-level Marvila address, so the pin is approximate.",38.753965,-9.107544,Nominatim-road,"R. Dr. Jose Espirito Santo 49C, 1950-094 Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,2,A Severa,"Historic Bairro Alto fado restaurant run by the same family since 1955, pairing candlelit traditional Portuguese meals with live performances.",Best place to listen to fado from Time Out Lisbon,,,Bairro Alto,https://www.timeout.com/lisbon/restaurants/a-severa,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/105852933/750/422/image.jpg,"Time Out highlights performers including Lina Santos, Natalino de Jesus, and Nadine.",38.711700,-9.143426,Nominatim,"A Severa, Bairro Alto, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,3,O Faia,"Historic Bairro Alto fado house founded in 1947, known for a strong lineup in a long-running traditional venue.",Best place to listen to fado from Time Out Lisbon,,Dinner only (average EUR55) until 11pm; after 11pm minimum spend EUR25,Bairro Alto,https://www.timeout.com/lisbon/restaurants/o-faia,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/105425552/750/422/image.jpg,"Founded by Lucilia do Carmo; Time Out names Lenita Gentil, Antonio Rocha, Sara Correia, Maura Airez, and Beatriz Felicio in the current lineup.",38.711669,-9.144450,Nominatim,"O Faia, Bairro Alto, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,4,Tasca do Chico,"Beloved Bairro Alto tavern for fado vadio, known as a late-night meeting point for fado lovers and professional musicians.",Best place to listen to fado from Time Out Lisbon,,,Bairro Alto,https://www.timeout.com/lisbon/restaurants/tasca-do-chico,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/103453517/750/422/image.jpg,Time Out notes an additional Alfama location on Rua dos Remedios.,38.711631,-9.144132,Nominatim,"Tasca do Chico, Bairro Alto, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,5,Tasca do Jaime,"Traditional Graca tavern for weekend amateur fado, red wine, and codfish cakes, with a second location in Alfama.",Best place to listen to fado from Time Out Lisbon,,Drink prices rise when singing starts at 4pm to pay the artists,Graca,https://www.instagram.com/tascadojaime/?hl=en,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/106081431/750/422/image.jpg,Time Out frames this as a place to experience the true essence of amateur fado.,38.719142,-9.129798,Nominatim,"Tasca do Jaime, Graca, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,6,Tasca da Bela - Casa de Fados,Alfama fado house evolved from a wine-and-snacks gathering spot into a dedicated venue for codfish dinners and late-night petiscos with music.,Best place to listen to fado from Time Out Lisbon,"Rua dos Remedios, Alfama",,Santa Maria Maior,https://www.timeout.com/lisbon/restaurants/bela,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/106081432/750/422/image.jpg,Time Out says fado runs Wednesday to Sunday; later service includes pataniscas and peixinhos da horta.,38.712056,-9.127046,Nominatim,"Rua dos Remedios, Alfama, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,7,Parreirinha de Alfama,"Traditional Alfama fado restaurant associated with veteran singer Argentina Santos, serving Portuguese classics alongside nightly performances.",Best place to listen to fado from Time Out Lisbon,,Dinner only (average EUR35) until 10.30pm; after 10.30pm minimum spend EUR15,Alfama,https://www.timeout.com/lisbon/restaurants/parreirinha-de-alfama,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/106201234/750/422/image.jpg,Time Out calls out singers such as Maria Amelia Proenca and Maria de Fatima.,38.711478,-9.128022,Nominatim,"Parreirinha de Alfama, Alfama, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,9,Clube de Fado,"Long-running fado house in Santa Maria Maior with a heavyweight lineup and a menu of Portuguese dishes including codfish, steaks, and octopus.",Best place to listen to fado from Time Out Lisbon,,EUR7.50 plus dinner (average EUR50) until 11pm; then EUR10 plus drinks,Santa Maria Maior,https://www.timeout.com/lisbon/restaurants/clube-de-fado,http://attractions-pt.timeout.com/en/20543/tours/Lisbon/Lisbon-Fado-Walking-Tour-Including-Food/d538-17498P11,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/103453515/750/422/image.jpg,"Time Out notes artists including Cristina Madeira, Carlos Leitao, and Maria Ana Bobone.",38.709639,-9.131199,Nominatim,"Clube de Fado, Santa Maria Maior, Lisboa, Portugal"
https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,The best places to listen to fado in Lisbon,music venue,10,Senhor Vinho,"Classic Lapa fado restaurant opened in 1975, known for late service, strong Portuguese cooking, and a premium live lineup.",Best place to listen to fado from Time Out Lisbon,,Dinner is EUR65 per person,Estrela/Lapa/Santos,https://www.timeout.com/lisbon/restaurants/senhor-vinho,,https://www.timeout.com/lisbon/music/the-best-places-to-listen-to-fado-in-lisbon,https://media.timeout.com/images/103753169/750/422/image.jpg,Time Out highlights performers such as Aldina Duarte and Francisco Salvacao Barreto.,38.710010,-9.157804,Photon,"Senhor Vinho, Estrela/Lapa/Santos, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,2,Calouste Gulbenkian Museum,"Major private international art collection spanning Egyptian, Greco-Roman, Islamic, Armenian, Far Eastern, sculpture, painting, and decorative arts holdings.",Top museum from Time Out Lisbon,,,São Sebastião,https://www.timeout.com/lisbon/museums/calouste-gulbenkian-museum,https://activities.timeout.com/lisbon-l42/lisbon-gulbenkian-museum-centro-de-arte-moderna-ticket-t801469/?ranking_uuid=8bec1405-0b76-4a15-aae5-8710f7f54a86,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/103453432/750/422/image.jpg,,38.735961,-9.153332,Nominatim,"Calouste Gulbenkian Museum, São Sebastião, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,3,"MAAT - Museu de Arte, Arquitetura e Tecnologia","Belém museum complex combining contemporary art, architecture, technology, the former power station, and a riverfront viewpoint.",Top museum from Time Out Lisbon,,,Belém,https://www.timeout.com/lisbon/museums/maat-art-architecture-and-technology-museum,https://activities.timeout.com/lisbon-l42/lisbon-maat-and-tejo-power-station-t478063/?ranking_uuid=7f9cc4eb-b0c2-43d1-abcb-8fb447cd855d,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/105864898/750/422/image.jpg,,38.695934,-9.193624,Photon,"MAAT - Museu de Arte, Arquitetura e Tecnologia, Belém, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,5,Museu Nacional do Azulejo,Museum in the Convent of Madre de Deus dedicated to Portuguese tilework from the fifteenth century to the present.,Top museum from Time Out Lisbon,,,Beato,https://www.timeout.com/lisbon/museums/national-azulejo-museum,https://www.getyourguide.com/national-azulejo-museum-l24212/?partner_id=M7Z0W0W&utm_medium=online_publisher&utm_source=timeout&placement=content-middle&cmp=the-best-lisbon-attractions,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/106093561/750/422/image.jpg,,38.724724,-9.113914,Photon,"Museu Nacional do Azulejo, Beato, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,6,National Museum of Natural History and Science - MUHNAC,"University of Lisbon museum and science complex spanning natural history, laboratories, observatory, and botanical garden sites.",Top museum from Time Out Lisbon,"Rua da Escola Politécnica 56/58, 1250-102 Lisboa, Portugal",,Príncipe Real,https://www.instagram.com/muhnac,,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/106107519/750/422/image.jpg,,38.717556,-9.150878,Nominatim-road,"Rua da Escola Politécnica 56/58, 1250-102 Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,7,Museu da Água,Water museum in the former Barbadinhos steam pumping station tracing Lisbon's water supply from Roman times onward.,Top museum from Time Out Lisbon,,,São Vicente,https://www.timeout.com/lisbon/museums/museu-da-agua,,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/106198571/750/422/image.jpg,,38.719906,-9.119649,Nominatim,"Museu da Água, São Vicente, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,8,Museu de Lisboa - Palácio Pimenta,"Main branch of the Museum of Lisbon, covering the city's evolution from prehistory to the early twentieth century.",Top museum from Time Out Lisbon,,,Campo Grande/Entrecampos/Alvalade,https://www.timeout.com/lisbon/museums/museu-de-lisboa-pimenta-palace,http://attractions.timeout.com/en/11312/search/Pimenta%20Palace,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/103708193/750/422/image.jpg,,38.758228,-9.157118,Photon,"Museu de Lisboa - Palácio Pimenta, Campo Grande/Entrecampos/Alvalade, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,9,Museu Nacional dos Coches,"Belém coach museum with royal carriages, children's coaches, and the bullet-marked landau tied to King Carlos's assassination.",Top museum from Time Out Lisbon,,,Belém,https://www.timeout.com/lisbon/museums/museu-nacional-dos-coches,http://attractions-pt.timeout.com/en/20543/Lisbon-attractions/National-Coach-Museum-Museu-Nacional-dos-Coches/d538-a23120,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/106043692/750/422/image.jpg,,38.696864,-9.197987,Nominatim,"Museu Nacional dos Coches, Belém, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,11,Fundação Arpad Szenes - Vieira da Silva,"Museum dedicated to Vieira da Silva and Arpad Szenes, centered on abstract painting and twentieth-century Portuguese art.",Top museum from Time Out Lisbon,"Praça das Amoreiras 56, 1250-020 Lisboa, Portugal",,Avenida da Liberdade / Príncipe Real,https://www.timeout.com/lisbon/attractions/fundacao-arpad-szenes-vieira-da-silva,,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/103464272/750/422/image.jpg,,38.722237,-9.155770,Nominatim,"Praça das Amoreiras 56, 1250-020 Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,12,Museu do Oriente,"Museum focused on Portugal's links with Asia, with permanent exhibitions and a busy schedule of talks, tours, workshops, and festivals.",Top museum from Time Out Lisbon,,,Estrela/Lapa/Santos,https://www.timeout.com/lisbon/museums/museu-do-oriente,http://attractions-pt.timeout.com/showSEOPageProducts.jspa?pageType=attractions&seoId=23100&destinationID=538&PUID=20543&setLocale=en&seoName=Orient-Museum-Museu-do-Oriente&destinationName=&pageTypeCode=a,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/106091923/750/422/image.jpg,,38.702901,-9.170571,Photon,"Museu do Oriente, Estrela/Lapa/Santos, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,13,Museu do Aljube,"Resistance and Freedom museum in the former Aljube prison, documenting dictatorship, censorship, and anti-regime struggle in Portugal.",Top museum from Time Out Lisbon,,,Santa Maria Maior,https://www.timeout.com/lisbon/museums/museu-do-aljube,,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/105817889/750/422/image.jpg,,38.710180,-9.132553,Nominatim,"Museu do Aljube, Santa Maria Maior, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,14,Museu do Tesouro Real,"Royal Treasure Museum in Ajuda Palace displaying crown jewels, silver, insignia, and other relics of the Portuguese Crown.",Top museum from Time Out Lisbon,,,Ajuda,https://www.tesouroreal.pt/en,https://activities.timeout.com/royal-treasure-museum-l177655/lisbon-royal-treasure-museum-entry-ticket-t425344/?ranking_uuid=7a58ae9f-311c-4e01-b95d-0a9ce228a385,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/105920501/750/422/image.jpg,,38.707627,-9.198759,Nominatim,"Museu do Tesouro Real, Ajuda, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,15,Museu Benfica - Cosme Damião,"Interactive club museum covering Benfica history with trophies, films, games, and a penalty simulator.",Top museum from Time Out Lisbon,,,Benfica,https://www.slbenfica.pt/en-us/loja/bilhetes/estadio-e-museu,https://activities.timeout.com/lisbon-l42/luz-stadium-tour-and-sl-benfica-museum-ticket-scarf-t706815/?ranking_uuid=6f83223b-1ed4-4fea-8bce-60f6c6c8af81,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/103909778/750/422/image.jpg,,38.751502,-9.183990,Photon,"Museu Benfica - Cosme Damião, Benfica, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,16,Museu de Arte Contemporânea do Chiado,"National Museum of Contemporary Art in Chiado, spanning Portuguese art from Romanticism to the twenty-first century.",Top museum from Time Out Lisbon,,,Chiado,https://www.timeout.com/lisbon/museums/museu-de-arte-contemporanea-do-chiado,,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/103464279/750/422/image.jpg,,38.708836,-9.141183,Photon,"Museu de Arte Contemporânea do Chiado, Chiado, Lisboa, Portugal"
https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,The 17 best museums in Lisbon,museum,17,Casa Fernando Pessoa,"Final home of Fernando Pessoa, now a museum and library exploring the poet's life, heteronyms, and personal archive.",Top museum from Time Out Lisbon,,,Campo de Ourique,https://www.timeout.com/lisbon/attractions/casa-fernando-pessoa,,https://www.timeout.com/lisbon/museums/the-best-lisbon-museums,https://media.timeout.com/images/105892504/750/422/image.jpg,,38.716645,-9.162451,Nominatim,"Casa Fernando Pessoa, Campo de Ourique, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,1,Foxtrot,"Old English-style São Bento bar with valet parking, a fireplace room, lambretas, and classic Lisbon cocktail-bar pedigree.",Top jazz spot from Time Out Lisbon,,,Chiado/Cais do Sodré,https://www.timeout.com/lisbon/bars-and-pubs/foxtrot,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/105602306/750/422/image.jpg,,38.707778,-9.141323,Photon,"Foxtrot, Chiado/Cais do Sodré, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,2,Red Frog,"Hidden speakeasy-style bar behind Monkey Mash, known for top-tier cocktails and a swing-and-jazz atmosphere.",Top jazz spot from Time Out Lisbon,,,Avenida da Liberdade,https://www.timeout.com/lisbon/nightlife/red-frog,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/105800374/750/422/image.jpg,,38.724751,-9.149713,Photon,"Red Frog, Avenida da Liberdade, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,jazz bar,3,Café Dias,"One of Lisbon’s jazz epicentres, known for jam sessions, hearty snacks, and a music-first atmosphere.",Top jazz spot from Time Out Lisbon,,,,https://www.facebook.com/pedro.dias.1969,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/106120967/750/422/image.jpg,,38.702928,-9.184421,Nominatim,"Café Dias, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,4,Social B,"Cosy, homey post-work bar from the founder of Bicaense and Clube Ferroviário, with music and small bites.",Top jazz spot from Time Out Lisbon,,,Santos / Cais do Sodré,https://www.instagram.com/socialb_lisboa/?hl=en,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,,,38.706657,-9.143276,Photon,"Social B, Santos / Cais do Sodré, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,5,Má Língua,Graça bar-restaurant-cultural space where live jazz periodically takes over the downstairs stage.,Top jazz spot from Time Out Lisbon,,,Graça,https://www.instagram.com/ma_lingua/?hl=en,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/103886301/750/422/image.jpg,,38.719323,-9.130050,Nominatim,"Má Língua, Graça, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,6,Pensão Amor,"Storied former brothel turned nightlife venue in Cais do Sodré, with jazz concerts among its eclectic programming.",Top jazz spot from Time Out Lisbon,,,Cais do Sodré,https://pensaoamor.com/en/,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/103708278/750/422/image.jpg,,38.707310,-9.143535,Nominatim,"Pensão Amor, Cais do Sodré, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,7,Botequim,"Historic Graça bar revived after a long closure, retaining Natália Correia’s bohemian spirit and a jazz-friendly soundtrack.",Top jazz spot from Time Out Lisbon,,,São Vicente / Graça,https://www.timeout.com/lisbon/restaurants/botequim,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/103893790/750/422/image.jpg,,38.715987,-9.130498,Nominatim,"Botequim, São Vicente / Graça, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,8,Procópio,"Retro Lisbon classic opened in 1972, filled with pre-revolution-era atmosphere and a soundtrack that leans heavily toward jazz.",Top jazz spot from Time Out Lisbon,,,Avenida da Liberdade / Príncipe Real,https://www.timeout.com/lisbon/bars-and-pubs/procopio,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/105936365/750/422/image.jpg,,38.724296,-9.148506,Photon,"Procópio, Avenida da Liberdade / Príncipe Real, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,music venue,9,Alface Hall,Tiny Bairro Alto live-music bar and hostel where the musicians play practically in the doorway.,Top jazz spot from Time Out Lisbon,,,Bairro Alto,https://www.timeout.com/lisbon/clubs/alface-hall,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/105439178/750/422/image.jpg,,38.712888,-9.143732,Nominatim,"Alface Hall, Bairro Alto, Lisboa, Portugal"
https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,The 14 best places to listen to jazz in Lisbon,bar,10,"O Bom, O Mau e O Vilão","Cais do Sodré bar with multiple rooms, jam sessions, and a varied programme that includes jazz concerts.",Top jazz spot from Time Out Lisbon,,,Cais do Sodré,https://www.timeout.com/lisbon/nightlife/o-bom-o-mau-e-o-vilao-1,,https://www.timeout.com/lisbon/clubs/best-jazz-clubs-in-lisbon,https://media.timeout.com/images/103470451/750/422/image.jpg,,38.707422,-9.143548,Photon,"O Bom, O Mau e O Vilão, Cais do Sodré, Lisboa, Portugal"
